City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
287,pratapgarh,24.0333,74.7833,27.39,51,73,2.33,IN,2024-10-16
288,tamanrasset,22.785,5.5228,20.95,30,40,1.03,DZ,2024-10-16
289,labrador city,52.9463,-66.9114,0.1,71,100,32.19,CA,2024-10-16
290,laguna,38.421,-121.4238,22.08,63,0,2.57,US,2024-10-16
291,jiuquan,39.7432,98.5174,18.86,21,89,4.13,CN,2024-10-16
292,afaahiti,-17.75,-149.2833,23.63,73,39,2.71,PF,2024-10-16
293,inverloch,-38.6333,145.7167,19.0,62,99,3.35,AU,2024-10-16
294,murun-kuren,49.6342,100.1625,3.5,59,30,1.9,MN,2024-10-16
295,kudahuvadhoo,2.6708,72.8944,28.27,77,97,7.28,MV,2024-10-16
296,hanceville,34.0607,-86.7675,11.76,58,32,4.61,US,2024-10-16
297,hadibu,12.65,54.0333,26.33,74,99,1.71,YE,2024-10-16
298,akureyri,65.6835,-18.0878,0.96,93,75,3.09,IS,2024-10-16
299,nantucket,41.2835,-70.0995,9.06,76,100,11.23,US,2024-10-16
300,lobujya,27.95,86.8167,-1.69,47,0,1.35,NP,2024-10-16
301,worthington,40.0931,-83.018,5.01,79,20,3.09,US,2024-10-16
302,charters towers,-20.1,146.2667,31.79,27,0,3.58,AU,2024-10-16
303,padangsidempuan,1.3667,99.2667,27.94,72,88,1.67,ID,2024-10-16
304,n'zeto,-7.2312,12.8666,24.32,87,99,4.43,AO,2024-10-16
305,stanthorpe,-28.6667,151.95,15.23,89,100,1.09,AU,2024-10-16
306,pikeville,37.4793,-82.5188,8.02,88,100,0.0,US,2024-10-16
307,laurel,39.0993,-76.8483,8.84,78,0,3.6,US,2024-10-16
308,dongola,19.1667,30.4833,28.9,23,54,5.48,SD,2024-10-16
309,fort bragg,35.139,-79.006,12.17,73,40,3.6,US,2024-10-16
310,lehigh acres,26.6254,-81.6248,23.3,84,0,1.54,US,2024-10-16
311,stanley,54.868,-1.6985,11.82,97,100,3.09,GB,2024-10-16
312,severodvinsk,64.5635,39.8302,5.09,89,100,6.8,RU,2024-10-16
313,melilla,35.2937,-2.9383,19.21,88,0,1.54,ES,2024-10-16
314,i-n-salah,27.1935,2.4607,30.22,26,98,5.53,DZ,2024-10-16
315,mossel bay,-34.1831,22.146,7.96,67,0,4.79,ZA,2024-10-16
316,launceston,-41.45,147.1667,18.8,45,100,8.75,AU,2024-10-16
317,san matias,-16.3667,-58.4,24.15,80,79,2.69,BO,2024-10-16
318,kuala tungkal,-0.8167,103.4667,31.51,59,68,0.54,ID,2024-10-16
319,ixtapa,20.7,-105.2,28.57,79,20,1.03,MX,2024-10-16
320,waddan,29.1614,16.139,19.61,76,0,2.58,LY,2024-10-16
321,pleiku,13.9833,108.0,26.32,74,99,1.56,VN,2024-10-16
322,nadi,-17.8,177.4167,29.0,65,75,3.09,FJ,2024-10-16
323,bilovods'k,49.2085,39.5897,7.72,86,100,2.24,UA,2024-10-16
324,nizhnesortymskiy,62.4397,71.7603,0.8,67,33,2.02,RU,2024-10-16
325,quellon,-43.1167,-73.6167,7.57,85,56,1.42,CL,2024-10-16
326,al kharijah,25.4514,30.5464,22.9,47,0,3.24,EG,2024-10-16
327,velyka oleksandrivka,47.3197,33.3037,10.55,69,100,2.02,UA,2024-10-16
328,mount gambier,-37.8333,140.7667,25.63,48,100,1.3,AU,2024-10-16
329,sainte-sigolene,45.2333,4.25,14.62,89,100,6.53,FR,2024-10-16
330,kartaly,53.0522,60.6467,0.79,64,0,1.94,RU,2024-10-16
331,broome,42.2506,-75.833,4.25,82,100,3.09,US,2024-10-16
332,portland,45.5234,-122.6762,16.45,90,100,0.89,US,2024-10-16
333,amos,48.5669,-78.1162,2.21,87,100,4.96,CA,2024-10-16
334,grande prairie,55.1667,-118.8027,4.1,65,40,2.06,CA,2024-10-16
335,aldinga beach,-35.2793,138.4604,29.49,45,98,2.34,AU,2024-10-16
336,bridgetown,13.1,-59.6167,29.27,74,40,5.14,BB,2024-10-16
337,atar,20.5169,-13.0499,31.02,33,98,3.6,MR,2024-10-16
338,ta'if,21.2703,40.4158,18.56,27,4,2.75,SA,2024-10-16
339,luganville,-15.5333,167.1667,26.92,81,39,5.07,VU,2024-10-16
340,kerikeri,-35.2268,173.9474,15.15,71,100,2.5,NZ,2024-10-16
341,novaya igirma,57.1334,103.9112,-0.35,91,100,6.0,RU,2024-10-16
342,tara,56.8944,74.371,2.74,78,17,2.06,RU,2024-10-16
343,libreville,0.3925,9.4537,26.01,89,40,3.09,GA,2024-10-16
344,kiunga,-6.1219,141.2906,29.79,73,92,1.34,PG,2024-10-16
345,mugia,43.1041,-9.2179,17.73,99,100,4.71,ES,2024-10-16
346,sucre,-19.0333,-65.2627,13.85,57,100,1.04,BO,2024-10-16
347,porto novo,6.4965,2.6036,26.9,89,91,2.12,BJ,2024-10-16
348,acapulco de juarez,16.8634,-99.8901,24.39,86,27,3.32,MX,2024-10-16
349,pignan,43.5836,3.7598,19.68,98,75,12.86,FR,2024-10-16
350,sambava,-14.2667,50.1667,23.14,81,24,1.32,MG,2024-10-16
351,ouesso,1.6136,16.0517,21.23,99,99,1.13,CG,2024-10-16
352,summerside,46.3959,-63.7876,8.07,81,100,6.69,CA,2024-10-16
353,fale old settlement,-9.3852,-171.2468,28.33,72,44,2.43,TK,2024-10-16
354,ko pha ngan,9.7578,100.0291,30.38,76,84,3.44,TH,2024-10-16
355,leua,48.2156,18.6071,5.8,85,0,2.78,SK,2024-10-16
356,berasia,23.6333,77.4333,28.01,42,43,2.39,IN,2024-10-16
357,general villegas,-35.0328,-63.0125,15.36,83,2,2.85,AR,2024-10-16
358,murzuq,25.9155,13.9184,22.28,36,0,3.46,LY,2024-10-16
359,moe,-38.1667,146.2667,22.87,45,70,2.91,AU,2024-10-16
360,emerald,-23.5333,148.1667,31.3,34,0,3.42,AU,2024-10-16
361,egilsstadir,65.2653,-14.3948,0.95,100,75,2.06,IS,2024-10-16
362,laojunmiao,39.8333,97.7333,16.27,20,5,5.96,CN,2024-10-16
363,pandan,14.0453,124.1694,29.98,70,92,4.1,PH,2024-10-16
364,inirida,3.8653,-67.9239,22.55,98,96,1.28,CO,2024-10-16
365,la junta,37.985,-103.5438,9.16,46,0,6.17,US,2024-10-16
366,katsuura,35.1333,140.3,25.56,76,100,7.35,JP,2024-10-16
367,ressano garcia,-25.442,31.9913,15.58,71,53,2.79,MZ,2024-10-16
368,lethem,3.3803,-59.7968,27.01,64,58,2.5,GY,2024-10-16
369,stonehouse,51.75,-2.2833,16.79,94,100,6.01,GB,2024-10-16
370,bardai,11.65,7.2333,22.34,74,96,2.67,NG,2024-10-16
371,hami,42.8,93.45,22.32,18,86,2.0,CN,2024-10-16
372,nuuk,64.1835,-51.7216,-0.66,74,13,3.6,GL,2024-10-16
373,palmer,42.1584,-72.3287,5.5,74,20,5.14,US,2024-10-16
374,las tablas,7.7667,-80.2833,25.1,99,100,1.9,PA,2024-10-16
375,san patricio,28.017,-97.5169,21.97,68,0,3.39,US,2024-10-16
376,swan hill,-35.3378,143.5544,25.69,46,100,4.56,AU,2024-10-16
377,aykol,38.1751,77.2132,18.89,24,84,3.66,CN,2024-10-16
378,kilosa,-6.8333,36.9833,21.51,80,91,0.96,TZ,2024-10-16
379,choyr,46.3611,108.3611,4.87,41,20,2.77,MN,2024-10-16
380,nuevitas,21.5453,-77.2644,26.27,88,100,2.41,CU,2024-10-16
381,kingscliff,-28.2667,153.5667,22.19,64,100,4.63,AU,2024-10-16
382,nova vicosa,-17.8919,-39.3719,23.39,86,86,3.05,BR,2024-10-16
383,kozle,50.3356,18.1433,5.96,84,4,2.37,PL,2024-10-16
384,alice,27.7523,-98.0697,23.09,76,0,2.57,US,2024-10-16
385,kolleda,51.1833,11.2333,6.12,100,96,2.24,DE,2024-10-16
386,utrik,11.2278,169.8474,27.92,82,97,6.56,MH,2024-10-16
387,berezovyy,51.6667,135.7,7.22,23,22,3.1,RU,2024-10-16
388,morioka,39.7036,141.1525,19.54,91,100,1.78,JP,2024-10-16
389,cheongsong gun,36.4335,129.057,17.62,79,98,3.25,KR,2024-10-16
390,vadso,70.0744,29.7487,0.09,86,20,4.12,NO,2024-10-16
391,santa ana,33.7456,-117.8678,18.91,83,75,2.06,US,2024-10-16
392,port saint john's,-31.6229,29.5448,15.54,74,47,5.65,ZA,2024-10-16
393,grants,35.1473,-107.8514,18.13,32,100,7.2,US,2024-10-16
394,juneau,58.3019,-134.4197,7.0,97,100,3.6,US,2024-10-16
395,ad-damazin,11.7891,34.3592,23.93,85,97,3.24,SD,2024-10-16
396,uri,34.0833,74.0333,23.56,31,0,1.41,IN,2024-10-16
397,sechura,-5.5569,-80.8222,17.75,82,67,4.83,PE,2024-10-16
398,waingapu,-9.6567,120.2641,30.7,60,100,5.5,ID,2024-10-16
399,viedma,-40.8135,-62.9967,11.93,87,100,4.3,AR,2024-10-16
400,balqash,46.8481,74.995,4.33,87,75,5.0,KZ,2024-10-16
401,colonel hill,22.7667,-74.2167,29.14,75,30,6.6,BS,2024-10-16
402,susanville,40.4163,-120.653,11.58,62,34,2.69,US,2024-10-16
403,chegdomyn,51.1167,133.0167,3.19,28,33,2.24,RU,2024-10-16
404,cold spring harbor,40.8715,-73.4568,9.5,68,0,2.57,US,2024-10-16
405,mamou,10.5,-12.0,19.68,95,96,0.89,GN,2024-10-16
406,chornomorske,45.5039,32.6997,12.51,87,100,9.77,UA,2024-10-16
407,burang,30.25,81.1667,6.35,29,0,2.42,CN,2024-10-16
408,yanam,16.7333,82.2167,27.86,90,98,3.77,IN,2024-10-16
409,mayya,61.7333,130.2811,-1.22,67,64,1.54,RU,2024-10-16
410,urzhar,47.093,81.6294,10.95,74,100,0.73,KZ,2024-10-16
411,saliste,45.7963,23.8868,7.36,87,75,2.06,RO,2024-10-16
412,roses,42.262,3.1769,20.08,92,66,2.7,ES,2024-10-16
413,mitu,1.1983,-70.1733,21.97,98,61,1.53,CO,2024-10-16
414,espanola,35.9911,-106.0806,16.4,57,82,1.3,US,2024-10-16
415,parras de la fuente,25.4167,-102.1833,18.97,31,0,3.18,MX,2024-10-16
416,perry,37.2506,-83.1999,4.2,94,86,1.7,US,2024-10-16
417,taulaga,-11.0553,-171.0883,27.23,80,84,6.55,AS,2024-10-16
418,along,28.1667,94.7667,24.12,54,76,0.76,IN,2024-10-16
419,villa ojo de agua,-29.5,-63.6938,18.58,71,0,4.98,AR,2024-10-16
420,twistringen,52.8,8.65,6.69,79,100,6.89,DE,2024-10-16
421,ilha de mocambique,-15.0342,40.7358,24.9,79,21,5.22,MZ,2024-10-16
422,ujae,8.9322,165.7642,29.17,76,81,5.45,MH,2024-10-16
423,lycksele,64.5954,18.6735,5.93,81,75,2.57,SE,2024-10-16
424,yambio,4.5721,28.3955,20.02,98,100,1.07,SS,2024-10-16
425,zvishavane,-20.3267,30.0665,12.57,79,100,5.2,ZW,2024-10-16
426,kirakira,-10.4544,161.9205,28.77,75,99,2.73,SB,2024-10-16
427,tazacorte,28.629,-17.9293,22.54,99,75,1.54,ES,2024-10-16
428,mount pleasant,32.7941,-79.8626,16.67,85,100,0.0,US,2024-10-16
429,oratorio,14.2281,-90.1758,18.52,95,100,1.78,GT,2024-10-16
430,vorgashor,67.5833,63.95,-2.87,82,100,4.74,RU,2024-10-16
431,ar ruways,24.1103,52.7306,30.58,59,44,6.21,AE,2024-10-16
432,tsiombe,-25.3,45.4833,19.42,77,94,5.58,MG,2024-10-16
433,praya,14.9215,-23.5087,25.3,88,20,4.12,CV,2024-10-16
434,monrovia,6.3005,-10.7969,24.37,89,16,0.22,LR,2024-10-16
435,tarko-sale,64.9225,77.785,-6.88,45,71,5.7,RU,2024-10-16
436,ulaangom,49.9811,92.0667,5.15,53,100,1.72,MN,2024-10-16
437,tonj,7.2737,28.6822,20.45,95,100,2.32,SS,2024-10-16
438,lata,40.1629,-8.3327,19.72,47,100,1.59,PT,2024-10-16
439,san luis de la loma,17.2706,-100.8939,26.13,89,59,2.64,MX,2024-10-16
440,mitsamiouli,-11.3847,43.2844,25.5,78,27,3.67,KM,2024-10-16
441,birao,10.2849,22.7882,20.71,92,100,0.39,CF,2024-10-16
442,sandakan,5.8402,118.1179,30.82,79,40,2.24,MY,2024-10-16
443,kendallville,41.4414,-85.265,5.35,76,75,5.21,US,2024-10-16
444,berrahal,36.8353,7.4533,22.97,61,100,2.37,DZ,2024-10-16
445,lamarque,-39.423,-65.7021,19.5,19,99,5.15,AR,2024-10-16
446,hobyo,5.3505,48.5268,26.24,83,80,6.89,SO,2024-10-16
447,pinhao,-25.6956,-51.6597,15.42,97,100,1.38,BR,2024-10-16
448,tabou,4.423,-7.3528,24.25,91,21,2.48,CI,2024-10-16
449,sungai raya,0.7,108.9,28.98,70,81,3.78,ID,2024-10-16
450,lincoln,40.8,-96.667,6.26,67,0,0.45,US,2024-10-16
451,san jose de jachal,-30.2406,-68.7469,21.69,55,60,0.64,AR,2024-10-16
452,ascension,30.2169,-90.9001,23.37,58,4,5.44,US,2024-10-16
453,villanueva,15.3167,-88.0,24.55,94,40,2.06,HN,2024-10-16
454,saint-joseph,-21.3667,55.6167,24.21,75,1,0.76,RE,2024-10-16
455,fort mcmurray,56.7268,-111.381,10.77,50,75,3.6,CA,2024-10-16
456,taro,-8.3862,115.28,31.23,39,64,2.99,ID,2024-10-16
457,sawakin,19.1059,37.3321,29.04,46,5,2.52,SD,2024-10-16
458,villamontes,-21.25,-63.5,25.83,53,100,0.72,BO,2024-10-16
459,esposende,41.5361,-8.782,17.84,98,99,1.68,PT,2024-10-16
460,menongue,-14.6585,17.691,17.74,46,90,2.26,AO,2024-10-16
461,nabire,-3.3667,135.4833,26.71,90,95,2.08,ID,2024-10-16
462,badger,64.8,-147.5333,0.14,92,100,3.09,US,2024-10-16
463,shitanjing,39.2342,106.3439,15.03,70,100,3.17,CN,2024-10-16
464,alofi,-19.0595,-169.9187,27.94,61,20,4.63,NU,2024-10-16
465,remire-montjoly,4.9167,-52.2667,24.02,94,20,1.03,GF,2024-10-16
466,bontang,0.1333,117.5,30.46,66,73,2.7,ID,2024-10-16
467,port augusta,-32.5,137.7667,36.69,21,31,7.63,AU,2024-10-16
468,aiken,33.5835,-81.5998,13.67,64,0,6.69,US,2024-10-16
469,fort st. john,56.2499,-120.8529,6.94,42,20,3.09,CA,2024-10-16
470,kamaishi,39.2667,141.8833,20.73,83,100,2.7,JP,2024-10-16
471,cassilandia,-19.1133,-51.7342,23.37,81,66,1.11,BR,2024-10-16
472,pisco,-13.7,-76.2167,18.03,82,100,3.09,PE,2024-10-16
473,blythe,33.6103,-114.5964,29.25,17,0,2.06,US,2024-10-16
474,walvis bay,-22.9575,14.5053,14.53,82,22,1.54,NA,2024-10-16
475,vilhena,-12.7406,-60.1458,19.86,96,93,2.09,BR,2024-10-16
476,ola,59.5833,151.2833,4.54,95,100,4.88,RU,2024-10-16
477,tynda,55.1667,124.7167,-1.14,37,100,0.84,RU,2024-10-16
478,pine hills,28.5578,-81.4534,24.48,91,20,0.89,US,2024-10-16
479,vilyuchinsk,52.9306,158.4028,9.15,79,65,3.46,RU,2024-10-16
480,chela,34.069,104.4619,8.52,84,100,1.36,CN,2024-10-16
481,chonchi,-42.6128,-73.8092,6.73,94,68,0.36,CL,2024-10-16
482,geiro,-6.15,36.8667,16.79,84,99,0.97,TZ,2024-10-16
483,tenno,39.9,139.9667,17.72,69,91,6.64,JP,2024-10-16
484,kenai,60.5544,-151.2583,4.05,86,0,0.0,US,2024-10-16
485,gunjur,13.2019,-16.7339,26.3,76,99,1.42,GM,2024-10-16
486,essaouira,31.5125,-9.77,20.72,83,40,3.09,MA,2024-10-16
487,nar'yan-mar,67.6713,53.087,0.45,94,91,6.69,RU,2024-10-16
488,malpica,43.3228,-8.8105,19.1,99,99,2.43,ES,2024-10-16
489,ancud,-41.8697,-73.8203,7.97,83,91,1.81,CL,2024-10-16
490,nyagan,62.1406,65.3936,1.69,52,99,2.63,RU,2024-10-16
491,borzya,50.3833,116.5167,0.94,59,43,6.9,RU,2024-10-16
492,childress,34.4264,-100.204,17.14,29,0,8.23,US,2024-10-16
493,les avirons,-21.2418,55.3394,23.05,65,40,0.0,RE,2024-10-16
494,polovinnoye,54.7914,65.9864,0.65,74,5,1.15,RU,2024-10-16
495,chorbane,35.2858,10.3858,21.54,80,31,2.89,TN,2024-10-16
496,keren,15.7778,38.4581,22.02,36,69,2.6,ER,2024-10-16
497,talusan,7.4267,122.8103,28.6,71,100,1.43,PH,2024-10-16
498,bereket,39.2446,55.5154,11.56,36,9,7.62,TM,2024-10-16
499,aldama,22.9167,-98.0667,20.41,94,0,1.97,MX,2024-10-16
500,necochea,-38.5473,-58.7368,12.33,84,100,2.04,AR,2024-10-16
501,san jose,37.3394,-121.895,19.21,76,0,2.57,US,2024-10-16
502,vila franca do campo,37.7167,-25.4333,18.27,99,65,7.02,PT,2024-10-16
503,tumpat,6.1978,102.171,28.99,74,20,2.06,MY,2024-10-16
504,quelimane,-17.8786,36.8883,24.97,73,75,3.6,MZ,2024-10-16
505,pacocha,-17.5833,-71.3333,16.13,90,100,1.01,PE,2024-10-16
506,gourdon,44.75,1.5,18.2,73,72,5.57,FR,2024-10-16
507,castillos,-34.1667,-53.8333,12.2,96,2,2.17,UY,2024-10-16
508,luang namtha,20.9497,101.4011,24.01,94,100,1.03,LA,2024-10-16
509,ikedacho,34.0167,133.8,22.57,65,100,2.1,JP,2024-10-16
510,kone,-21.0595,164.8658,25.28,66,99,2.04,NC,2024-10-16
511,seka,17.9285,103.9552,30.13,62,27,1.02,TH,2024-10-16
512,holualoa,19.6228,-155.9522,26.97,75,40,3.09,US,2024-10-16
513,kapoeta,4.7717,33.5903,21.72,84,100,1.95,SS,2024-10-16
514,divrigi,39.371,38.1137,14.33,59,37,1.15,TR,2024-10-16
515,magadan,59.5667,150.8,3.88,97,100,5.74,RU,2024-10-16
516,boyolangu,-8.1181,111.8935,29.92,51,49,5.04,ID,2024-10-16
517,sola,-13.8833,167.55,29.37,74,100,0.0,VU,2024-10-16
518,inarajan village,13.2736,144.7484,31.54,82,100,1.25,GU,2024-10-16
519,songling,31.1933,120.7176,20.63,91,100,2.27,CN,2024-10-16
520,adelaide,-34.9333,138.6,32.8,35,0,2.06,AU,2024-10-16
521,marica,-22.9194,-42.8186,19.5,85,100,4.04,BR,2024-10-16
522,crane,31.3974,-102.3501,22.88,21,0,3.93,US,2024-10-16
523,sittwe,20.15,92.9,29.0,65,8,0.41,MM,2024-10-16
524,usinsk,65.9939,57.5281,-0.34,94,100,8.71,RU,2024-10-16
525,tarawa,1.419,172.984,32.05,66,40,6.17,KI,2024-10-16
526,maevatanana,-13.8831,48.5289,25.23,76,35,0.86,MG,2024-10-16
527,batar,46.7,21.8167,5.44,92,0,2.59,RO,2024-10-16
528,alamar,23.1583,-82.2769,25.18,78,100,2.77,CU,2024-10-16
529,bukoba,-1.3317,31.8122,20.99,83,75,1.54,TZ,2024-10-16
530,almozara,41.6612,-0.9017,18.34,76,75,4.63,ES,2024-10-16
531,sinjai,-5.1241,120.253,31.56,52,98,4.45,ID,2024-10-16
532,mae hong son,19.3003,97.9685,27.08,83,75,1.03,TH,2024-10-16
533,machico,32.7,-16.7667,21.51,86,20,0.0,PT,2024-10-16
534,slobozhans'ke,49.597,36.5262,6.05,92,100,1.62,UA,2024-10-16
535,lensk,60.7253,114.9278,-0.7,90,100,5.51,RU,2024-10-16
536,coari,-4.085,-63.1414,26.18,60,27,0.75,BR,2024-10-16
537,puerto cabezas,14.0351,-83.3888,24.69,89,100,2.33,NI,2024-10-16
538,gadzhiyevo,69.2551,33.3362,1.85,84,7,6.63,RU,2024-10-16
539,rouissat,31.9243,5.3502,27.04,34,40,2.06,DZ,2024-10-16
540,novoutkinsk,56.993,59.5571,0.51,60,5,1.37,RU,2024-10-16
541,urengoy,65.9667,78.3667,-9.81,79,81,3.78,RU,2024-10-16
542,rabak,13.1809,32.74,27.81,57,90,2.62,SD,2024-10-16
543,mount pearl,47.5166,-52.7813,12.19,92,20,9.26,CA,2024-10-16
544,pariyapuram,10.9561,76.1916,23.88,97,100,0.21,IN,2024-10-16
545,weno,7.4515,151.8468,32.97,70,75,3.6,FM,2024-10-16
546,sarkand,45.41,79.9186,8.56,95,100,1.49,KZ,2024-10-16
547,beau vallon,-20.4189,57.6953,22.13,88,75,2.57,MU,2024-10-16
548,shiqian,27.5225,108.2281,20.18,82,100,1.45,CN,2024-10-16
549,ash shafa,21.0694,40.3119,18.55,26,2,3.29,SA,2024-10-16
550,mejit,10.2753,170.8646,28.41,81,100,7.12,MH,2024-10-16
551,tindouf,27.6711,-8.1474,21.25,49,0,2.06,DZ,2024-10-16
552,pyhajarvi,67.0701,27.2176,-0.22,81,33,1.51,FI,2024-10-16
553,bamboo flat,11.7,92.7167,31.05,74,40,2.06,IN,2024-10-16
554,alo,6.5486,4.2686,24.86,88,99,1.33,NG,2024-10-16
555,ar rutbah,33.0381,40.2848,23.24,28,0,2.12,IQ,2024-10-16
556,baranchinskiy,58.1617,59.6991,-0.43,65,37,1.78,RU,2024-10-16
557,nsanje,-16.92,35.262,22.4,81,99,2.59,MW,2024-10-16
558,pionerskiy,54.9508,20.2275,1.91,59,5,2.36,RU,2024-10-16
559,bubaque,11.2833,-15.8333,27.09,77,100,2.19,GW,2024-10-16
560,tianpeng,30.9866,103.9393,20.72,68,100,1.13,CN,2024-10-16
561,sogndal,61.2283,7.1003,4.21,100,100,1.54,NO,2024-10-16
562,barabinsk,55.3571,78.357,3.02,58,84,2.56,RU,2024-10-16
563,quartu sant'elena,39.2419,9.1839,21.69,83,0,3.6,IT,2024-10-16
564,jiquilisco,13.3167,-88.5833,24.47,90,90,2.3,SV,2024-10-16
565,mooloolaba,-26.6833,153.1167,24.61,65,92,3.15,AU,2024-10-16
566,fortuna,40.5982,-124.1573,15.52,94,100,0.0,US,2024-10-16
567,nenjiang,49.1833,125.2167,7.22,26,99,5.78,CN,2024-10-16
568,mamuju,-2.6748,118.8885,28.65,71,100,1.07,ID,2024-10-16
569,priargunsk,50.3691,119.1012,4.26,45,45,6.44,RU,2024-10-16
570,ta`u,-14.2336,-169.5144,26.5,71,65,8.06,AS,2024-10-16
571,kununurra,-15.7667,128.7333,37.99,37,20,4.63,AU,2024-10-16
572,makinsk,52.6292,70.4169,0.07,59,61,1.63,KZ,2024-10-16
573,paita,-5.0892,-81.1144,17.48,84,79,4.87,PE,2024-10-16
574,senador jose porfirio,-2.5908,-51.9542,24.97,82,18,0.91,BR,2024-10-16
575,gorontalo,0.5412,123.0595,30.17,74,82,2.63,ID,2024-10-16
576,muroto-misakicho,33.2833,134.15,24.91,82,100,3.67,JP,2024-10-16
